25/02 16:02:00 FINE sim.Admin|Log for simulation 215 started
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.15308015854590554 , weight=0] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.1045 , weight=2500] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.13354543169235267 , weight=5000] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.167 , weight=5000])
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:20 INFO sim.Simulation|***** START OF TIME 8 *****
25/02 16:03:20 INFO demand.CampaignImpl|Campaign 594754518 Tomorrows limits: 0.15308015854590554, 0
25/02 16:03:20 INFO demand.CampaignImpl|Campaign 1996862364 Tomorrows limits: 0.1045, 2500
25/02 16:03:20 INFO demand.CampaignImpl|Campaign 2138657770 Tomorrows limits: 0.13354543169235267, 5000
25/02 16:03:20 INFO demand.CampaignImpl|Campaign 1793450848 Tomorrows limits: 0.167, 5000
25/02 16:03:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=90995352, reachImps=15000, dayStart=9, dayEnd=13, targetSegment=[MALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=336, DummyAdnetwork=4383, adv5=321, adv6=322, adv3=329, adv4=331, adv2=341, adv1=1}, budget=null, advertiser=null, day=9, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={}]
25/02 16:03:20 FINE adx.AdxManager|tau.tac.adx.messages.CampaignNotification@1326788f
25/02 16:03:20 INFO demand.CampaignImpl|Campaign 21845470 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=6256.0, otherImps=28158.0, cost=0.03658849603706388] Reach 5000 ERR 1.160011565435542 Budget 0.408 Revenue 0.4732847186977011
25/02 16:03:20 INFO demand.CampaignImpl|Campaign 1733217084 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=5002.0, otherImps=1198.0, cost=0.008144034061643006] Reach 5000 ERR 1.0003607980854015 Budget 0.261 Revenue 0.2610941683002898
25/02 16:03:20 INFO agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=90995352, reachImps=15000, dayStart=9, dayEnd=13, targetSegment=[MALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=336, DummyAdnetwork=4383, adv5=321, adv6=322, adv3=329, adv4=331, adv2=341, adv1=1}, budget=0.33221453931913575, advertiser=adv1, day=8, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={9=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0]}]
25/02 16:03:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity..
25/02 16:03:20 INFO agents.DemandAgent|Day 8 :Campaign limit expired Impressed while over limit: 1996862364, limit was: 2500, 0.1045 value is: 2502.5, 0.002559374373224902
25/02 16:03:20 INFO agents.DemandAgent|Day 8 : Campaign limit expired Impressed while over limit: 1996862364
25/02 16:03:20 INFO agents.DemandAgent|Day 8 :Campaign limit expired Impressed while over limit: 2138657770, limit was: 5000, 0.13354543169235267 value is: 5002.0, 0.008571439668253402
25/02 16:03:20 INFO agents.DemandAgent|Day 8 : Campaign limit expired Impressed while over limit: 2138657770
25/02 16:03:22 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8 :BankStatus[-0.414730]
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8: Daily notification for campaign 90995352
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8:  allocated to adv1. UCS Level set to 0.9 at price 0.0 Qualit Score is: 0.4
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8: Campaign opportunity - Campaign ID 1397379544: day 10 to 12  YOUNG HIGH_INCOME, reach: 10000 coefs: (v=2.0, m=1.5)
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8: Campaign total budget bid: 6.714
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8: Adjusting ucs bid: was 0.05941433075057022 level reported: 0.9 target: 0.7 adjusted: 0.04753146460045617
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8 : Simulation Status Received
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8: Sending BidBundle
25/02 16:03:22 INFO agents.SampleAdNetwork|Day 8 ended. Starting next day
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv3 : UCS Bid: 0.0 Cmp ID: 1397379544 Cmp Bid: 175
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv2 : UCS Bid: 0.0 Cmp ID: 1397379544 Cmp Bid: 181
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.05822926678397608 Cmp ID: 1397379544 Cmp Bid: 1
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv4 : UCS Bid: 0.0 Cmp ID: 1397379544 Cmp Bid: 176
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv5 : UCS Bid: 0.0 Cmp ID: 1397379544 Cmp Bid: 171
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv7 : UCS Bid: 0.0 Cmp ID: 1397379544 Cmp Bid: 179
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv6 : UCS Bid: 0.0 Cmp ID: 1397379544 Cmp Bid: 171
25/02 16:03:23 INFO agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.04753146460045617 Cmp ID: 1397379544 Cmp Bid: 6714
25/02 16:03:23 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:23 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:23 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:23 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:23 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:23 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
